2019-11-20_09:01:57.000306;2019-11-20 09:01:57.306739;NameNode;update_filelist;
2019-11-20_09:02:03.000664;2019-11-20 09:02:03.664365;NameNode;update_filelist;
2019-11-20_09:02:14.000752;2019-11-20 09:02:14.752065;NameNode;update_filelist;2019-11-20 09:02:14.013464
2019-11-20_09:02:15.000852;2019-11-20 09:02:15.852080;NameNode;rupdate_filelist;2019-11-20 09:02:14.013464
2019-11-20_09:02:17.000120;2019-11-20 09:02:17.119931;NameNode;update_filelist;2019-11-20 09:02:16.368776
2019-11-20_09:02:18.000240;2019-11-20 09:02:18.240645;NameNode;rupdate_filelist;2019-11-20 09:02:16.368776
2019-11-20_09:02:19.000592;2019-11-20 09:02:19.592852;NameNode;update_filelist;2019-11-20 09:02:18.816217
2019-11-20_09:02:20.000684;2019-11-20 09:02:20.684535;NameNode;rupdate_filelist;2019-11-20 09:02:18.816217
2019-11-20_09:02:22.000021;2019-11-20 09:02:22.020997;NameNode;update_filelist;2019-11-20 09:02:21.263157
2019-11-20_09:02:23.000131;2019-11-20 09:02:23.131326;NameNode;rupdate_filelist;2019-11-20 09:02:21.263157
2019-11-20_09:02:24.000385;2019-11-20 09:02:24.385875;NameNode;update_filelist;2019-11-20 09:02:23.637047
2019-11-20_09:02:25.000416;2019-11-20 09:02:25.416657;NameNode;rupdate_filelist;2019-11-20 09:02:23.637047
2019-11-20_09:02:26.000714;2019-11-20 09:02:26.714907;NameNode;update_filelist;2019-11-20 09:02:25.961846
2019-11-20_09:02:27.000797;2019-11-20 09:02:27.797086;NameNode;rupdate_filelist;2019-11-20 09:02:25.961846
2019-11-20_09:02:29.000097;2019-11-20 09:02:29.097193;NameNode;update_filelist;2019-11-20 09:02:28.348483
2019-11-20_09:02:30.000231;2019-11-20 09:02:30.230878;NameNode;rupdate_filelist;2019-11-20 09:02:28.348483
2019-11-20_09:02:31.000486;2019-11-20 09:02:31.486587;NameNode;update_filelist;2019-11-20 09:02:30.749025
2019-11-20_09:02:32.000514;2019-11-20 09:02:32.514250;NameNode;rupdate_filelist;2019-11-20 09:02:30.749025
2019-11-20_09:02:33.000863;2019-11-20 09:02:33.863260;NameNode;update_filelist;2019-11-20 09:02:33.070454
2019-11-20_09:02:34.000886;2019-11-20 09:02:34.886148;NameNode;rupdate_filelist;2019-11-20 09:02:33.070454
2019-11-20_09:02:36.000222;2019-11-20 09:02:36.222824;NameNode;update_filelist;2019-11-20 09:02:35.484435
2019-11-20_09:02:37.000314;2019-11-20 09:02:37.314045;NameNode;rupdate_filelist;2019-11-20 09:02:35.484435
2019-11-20_09:02:38.000573;2019-11-20 09:02:38.573659;NameNode;update_filelist;2019-11-20 09:02:37.826942
2019-11-20_09:02:39.000667;2019-11-20 09:02:39.667107;NameNode;rupdate_filelist;2019-11-20 09:02:37.826942
2019-11-20_09:02:40.000962;2019-11-20 09:02:40.962653;NameNode;update_filelist;2019-11-20 09:02:40.196618
2019-11-20_09:02:42.000051;2019-11-20 09:02:42.051329;NameNode;rupdate_filelist;2019-11-20 09:02:40.196618
2019-11-20_09:02:43.000347;2019-11-20 09:02:43.347145;NameNode;update_filelist;2019-11-20 09:02:42.576206
2019-11-20_09:02:44.000446;2019-11-20 09:02:44.446791;NameNode;rupdate_filelist;2019-11-20 09:02:42.576206
2019-11-20_09:02:45.000708;2019-11-20 09:02:45.708103;NameNode;update_filelist;2019-11-20 09:02:44.994247
2019-11-20_09:02:46.000744;2019-11-20 09:02:46.744111;NameNode;rupdate_filelist;2019-11-20 09:02:44.994247
2019-11-20_09:02:48.000022;2019-11-20 09:02:48.022658;NameNode;update_filelist;2019-11-20 09:02:47.268645
2019-11-20_09:02:49.000137;2019-11-20 09:02:49.136860;NameNode;rupdate_filelist;2019-11-20 09:02:47.268645
2019-11-20_09:02:50.000420;2019-11-20 09:02:50.420324;NameNode;update_filelist;2019-11-20 09:02:49.686430
2019-11-20_09:02:51.000486;2019-11-20 09:02:51.486588;NameNode;rupdate_filelist;2019-11-20 09:02:49.686430
2019-11-20_09:02:52.000807;2019-11-20 09:02:52.807587;NameNode;update_filelist;2019-11-20 09:02:52.054409
2019-11-20_09:02:53.000868;2019-11-20 09:02:53.868388;NameNode;rupdate_filelist;2019-11-20 09:02:52.054409
2019-11-20_09:02:55.000118;2019-11-20 09:02:55.117940;NameNode;update_filelist;2019-11-20 09:02:54.374877
2019-11-20_09:02:56.000148;2019-11-20 09:02:56.148530;NameNode;rupdate_filelist;2019-11-20 09:02:54.374877
2019-11-20_09:02:57.000426;2019-11-20 09:02:57.426784;NameNode;update_filelist;2019-11-20 09:02:56.678129
2019-11-20_09:02:58.000481;2019-11-20 09:02:58.481175;NameNode;rupdate_filelist;2019-11-20 09:02:56.678129
2019-11-20_09:02:59.000792;2019-11-20 09:02:59.792175;NameNode;update_filelist;2019-11-20 09:02:59.046013
2019-11-20_09:03:00.000849;2019-11-20 09:03:00.849664;NameNode;rupdate_filelist;2019-11-20 09:02:59.046013
2019-11-20_09:03:02.000166;2019-11-20 09:03:02.166608;NameNode;update_filelist;2019-11-20 09:03:01.410437
2019-11-20_09:03:03.000237;2019-11-20 09:03:03.237850;NameNode;rupdate_filelist;2019-11-20 09:03:01.410437
2019-11-20_09:03:04.000527;2019-11-20 09:03:04.527819;NameNode;update_filelist;2019-11-20 09:03:03.775015
2019-11-20_09:03:05.000653;2019-11-20 09:03:05.653455;NameNode;rupdate_filelist;2019-11-20 09:03:03.775015
2019-11-20_09:03:06.000994;2019-11-20 09:03:06.994612;NameNode;update_filelist;2019-11-20 09:03:06.249220
2019-11-20_09:03:08.000038;2019-11-20 09:03:08.037856;NameNode;rupdate_filelist;2019-11-20 09:03:06.249220
2019-11-20_09:03:09.000354;2019-11-20 09:03:09.354655;NameNode;update_filelist;2019-11-20 09:03:08.566308
2019-11-20_09:03:10.000401;2019-11-20 09:03:10.401567;NameNode;rupdate_filelist;2019-11-20 09:03:08.566308
2019-11-20_09:03:11.000659;2019-11-20 09:03:11.658978;NameNode;update_filelist;2019-11-20 09:03:10.898566
2019-11-20_09:03:12.000704;2019-11-20 09:03:12.704239;NameNode;rupdate_filelist;2019-11-20 09:03:10.898566
