2019-11-20_09:17:02.000334;2019-11-20 09:17:02.334301;NameNode;update_filelist;
2019-11-20_09:17:05.000360;2019-11-20 09:17:05.360823;NameNode;update_filelist;
2019-11-20_09:17:10.000027;2019-11-20 09:17:10.027105;NameNode;update_filelist;2019-11-20 09:17:09.273766
2019-11-20_09:17:11.000080;2019-11-20 09:17:11.079976;NameNode;rupdate_filelist;2019-11-20 09:17:09.273766
2019-11-20_09:17:12.000378;2019-11-20 09:17:12.378477;NameNode;update_filelist;2019-11-20 09:17:11.617269
2019-11-20_09:17:13.000413;2019-11-20 09:17:13.413169;NameNode;rupdate_filelist;2019-11-20 09:17:11.617269
2019-11-20_09:17:14.000737;2019-11-20 09:17:14.737239;NameNode;update_filelist;2019-11-20 09:17:13.979049
2019-11-20_09:17:15.000809;2019-11-20 09:17:15.809441;NameNode;rupdate_filelist;2019-11-20 09:17:13.979049
2019-11-20_09:17:17.000074;2019-11-20 09:17:17.074434;NameNode;update_filelist;2019-11-20 09:17:16.313396
2019-11-20_09:17:18.000174;2019-11-20 09:17:18.174840;NameNode;rupdate_filelist;2019-11-20 09:17:16.313396
2019-11-20_09:17:19.000480;2019-11-20 09:17:19.480531;NameNode;update_filelist;2019-11-20 09:17:18.732180
2019-11-20_09:17:20.000576;2019-11-20 09:17:20.576666;NameNode;rupdate_filelist;2019-11-20 09:17:18.732180
2019-11-20_09:17:21.000821;2019-11-20 09:17:21.821360;NameNode;update_filelist;2019-11-20 09:17:21.088925
2019-11-20_09:17:22.000860;2019-11-20 09:17:22.860050;NameNode;rupdate_filelist;2019-11-20 09:17:21.088925
2019-11-20_09:17:24.000144;2019-11-20 09:17:24.144136;NameNode;update_filelist;2019-11-20 09:17:23.410690
2019-11-20_09:17:25.000202;2019-11-20 09:17:25.201986;NameNode;rupdate_filelist;2019-11-20 09:17:23.410690
2019-11-20_09:17:26.000500;2019-11-20 09:17:26.500081;NameNode;update_filelist;2019-11-20 09:17:25.734018
2019-11-20_09:17:27.000526;2019-11-20 09:17:27.526767;NameNode;rupdate_filelist;2019-11-20 09:17:25.734018
2019-11-20_09:17:28.000720;2019-11-20 09:17:28.720046;NameNode;update_filelist;2019-11-20 09:17:28.002048
2019-11-20_09:17:29.000753;2019-11-20 09:17:29.753810;NameNode;rupdate_filelist;2019-11-20 09:17:28.002048
2019-11-20_09:17:31.000035;2019-11-20 09:17:31.035424;NameNode;update_filelist;2019-11-20 09:17:30.259173
2019-11-20_09:17:32.000037;2019-11-20 09:17:32.037166;NameNode;rupdate_filelist;2019-11-20 09:17:30.259173
2019-11-20_09:17:33.000265;2019-11-20 09:17:33.265180;NameNode;update_filelist;2019-11-20 09:17:32.546439
2019-11-20_09:17:34.000389;2019-11-20 09:17:34.389247;NameNode;rupdate_filelist;2019-11-20 09:17:32.546439
2019-11-20_09:17:35.000684;2019-11-20 09:17:35.684173;NameNode;update_filelist;2019-11-20 09:17:34.949153
2019-11-20_09:17:36.000749;2019-11-20 09:17:36.749473;NameNode;rupdate_filelist;2019-11-20 09:17:34.949153
2019-11-20_09:17:38.000048;2019-11-20 09:17:38.047985;NameNode;update_filelist;2019-11-20 09:17:37.272871
2019-11-20_09:17:39.000053;2019-11-20 09:17:39.053345;NameNode;rupdate_filelist;2019-11-20 09:17:37.272871
2019-11-20_09:17:40.000307;2019-11-20 09:17:40.307661;NameNode;update_filelist;2019-11-20 09:17:39.563065
2019-11-20_09:17:41.000352;2019-11-20 09:17:41.352778;NameNode;rupdate_filelist;2019-11-20 09:17:39.563065
2019-11-20_09:17:42.000566;2019-11-20 09:17:42.566927;NameNode;update_filelist;2019-11-20 09:17:41.825420
2019-11-20_09:17:43.000602;2019-11-20 09:17:43.602730;NameNode;rupdate_filelist;2019-11-20 09:17:41.825420
2019-11-20_09:17:44.000863;2019-11-20 09:17:44.863934;NameNode;update_filelist;2019-11-20 09:17:44.120961
2019-11-20_09:17:45.000921;2019-11-20 09:17:45.921031;NameNode;rupdate_filelist;2019-11-20 09:17:44.120961
2019-11-20_09:17:47.000166;2019-11-20 09:17:47.166552;NameNode;update_filelist;2019-11-20 09:17:46.433653
2019-11-20_09:17:48.000173;2019-11-20 09:17:48.173121;NameNode;rupdate_filelist;2019-11-20 09:17:46.433653
2019-11-20_09:17:49.000490;2019-11-20 09:17:49.490477;NameNode;update_filelist;2019-11-20 09:17:48.713968
2019-11-20_09:17:50.000534;2019-11-20 09:17:50.534151;NameNode;rupdate_filelist;2019-11-20 09:17:48.713968
2019-11-20_09:17:51.000788;2019-11-20 09:17:51.788173;NameNode;update_filelist;2019-11-20 09:17:50.992858
2019-11-20_09:17:52.000823;2019-11-20 09:17:52.823810;NameNode;rupdate_filelist;2019-11-20 09:17:50.992858
2019-11-20_09:17:54.000108;2019-11-20 09:17:54.108356;NameNode;update_filelist;2019-11-20 09:17:53.333216
2019-11-20_09:17:55.000174;2019-11-20 09:17:55.174681;NameNode;rupdate_filelist;2019-11-20 09:17:53.333216
2019-11-20_09:17:56.000430;2019-11-20 09:17:56.430488;NameNode;update_filelist;2019-11-20 09:17:55.672874
2019-11-20_09:17:57.000504;2019-11-20 09:17:57.504172;NameNode;rupdate_filelist;2019-11-20 09:17:55.672874
2019-11-20_09:17:58.000758;2019-11-20 09:17:58.758840;NameNode;update_filelist;2019-11-20 09:17:58.015516
2019-11-20_09:17:59.000788;2019-11-20 09:17:59.788285;NameNode;rupdate_filelist;2019-11-20 09:17:58.015516
2019-11-20_09:18:01.000067;2019-11-20 09:18:01.067350;NameNode;update_filelist;2019-11-20 09:18:00.309592
2019-11-20_09:18:02.000118;2019-11-20 09:18:02.118642;NameNode;rupdate_filelist;2019-11-20 09:18:00.309592
2019-11-20_09:18:03.000392;2019-11-20 09:18:03.392389;NameNode;update_filelist;2019-11-20 09:18:02.622837
2019-11-20_09:18:04.000514;2019-11-20 09:18:04.514558;NameNode;rupdate_filelist;2019-11-20 09:18:02.622837
2019-11-20_09:18:05.000747;2019-11-20 09:18:05.747424;NameNode;update_filelist;2019-11-20 09:18:05.029437
2019-11-20_09:18:06.000848;2019-11-20 09:18:06.848266;NameNode;rupdate_filelist;2019-11-20 09:18:05.029437
