2019-11-20_09:05:22.000269;2019-11-20 09:05:22.268984;NameNode;update_filelist;
2019-11-20_09:05:25.000898;2019-11-20 09:05:25.898478;NameNode;update_filelist;
2019-11-20_09:06:24.000202;2019-11-20 09:06:24.202675;NameNode;update_filelist;2019-11-20 09:06:21.720720
2019-11-20_09:06:27.000109;2019-11-20 09:06:27.109637;NameNode;rupdate_filelist;2019-11-20 09:06:21.720720
2019-11-20_09:06:31.000531;2019-11-20 09:06:31.530970;NameNode;update_filelist;2019-11-20 09:06:28.933955
2019-11-20_09:06:34.000335;2019-11-20 09:06:34.335404;NameNode;rupdate_filelist;2019-11-20 09:06:28.933955
2019-11-20_09:06:38.000608;2019-11-20 09:06:38.607993;NameNode;update_filelist;2019-11-20 09:06:36.142227
2019-11-20_09:06:41.000482;2019-11-20 09:06:41.482378;NameNode;rupdate_filelist;2019-11-20 09:06:36.142227
2019-11-20_09:06:45.000926;2019-11-20 09:06:45.926081;NameNode;update_filelist;2019-11-20 09:06:43.411038
2019-11-20_09:06:48.000804;2019-11-20 09:06:48.804301;NameNode;rupdate_filelist;2019-11-20 09:06:43.411038
2019-11-20_09:06:53.000282;2019-11-20 09:06:53.281974;NameNode;update_filelist;2019-11-20 09:06:50.756400
2019-11-20_09:06:56.000070;2019-11-20 09:06:56.070526;NameNode;rupdate_filelist;2019-11-20 09:06:50.756400
2019-11-20_09:07:00.000383;2019-11-20 09:07:00.383180;NameNode;update_filelist;2019-11-20 09:06:57.919113
2019-11-20_09:07:03.000241;2019-11-20 09:07:03.241600;NameNode;rupdate_filelist;2019-11-20 09:06:57.919113
2019-11-20_09:07:07.000581;2019-11-20 09:07:07.581900;NameNode;update_filelist;2019-11-20 09:07:05.035635
2019-11-20_09:07:10.000403;2019-11-20 09:07:10.403341;NameNode;rupdate_filelist;2019-11-20 09:07:05.035635
2019-11-20_09:07:14.000753;2019-11-20 09:07:14.753451;NameNode;update_filelist;2019-11-20 09:07:12.218141
2019-11-20_09:07:17.000610;2019-11-20 09:07:17.610577;NameNode;rupdate_filelist;2019-11-20 09:07:12.218141
2019-11-20_09:07:21.000987;2019-11-20 09:07:21.987684;NameNode;update_filelist;2019-11-20 09:07:19.446096
2019-11-20_09:07:24.000805;2019-11-20 09:07:24.805223;NameNode;rupdate_filelist;2019-11-20 09:07:19.446096
2019-11-20_09:07:29.000195;2019-11-20 09:07:29.195519;NameNode;update_filelist;2019-11-20 09:07:26.665141
